OBJECTID,Jurisdiction,APN,Vacancy,Units,Zoning,ZoningSimplified,Min_Density,Max_Density,Links,Shape__Area,Shape__Length
2067,City of San Diego,4474622700,,1,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,7230.0087890625,382.044587187524
2068,City of San Diego,4474710300,,3,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,6803.7109375,373.907706675639
2069,City of San Diego,4474711100,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10669.296875,431.1179839547
2070,City of San Diego,4474111200,,1,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,7329.515625,381.60406120087
2071,City of San Diego,4475922400,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7187.8271484375,380.424018825692
2072,City of San Diego,4475922500,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6637.0068359375,372.510833594262
2073,City of San Diego,4476010700,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7007.84375,380.285145595487
2074,City of San Diego,4472421900,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6249.0419921875,349.920070029515
2075,City of San Diego,4472422800,,4,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,4687.3974609375,324.945956243499
2076,City of San Diego,4472510100,,12,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,13378.625,464.061352046866
2077,City of San Diego,4472510700,,3,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6252.5185546875,350.063087704742
2078,City of San Diego,4471810400,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4032.6328125,262.611154772303
2079,City of San Diego,4471811100,,4,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6176.685546875,347.046599621798
2080,City of San Diego,4471811200,,2,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,5697.6015625,339.714642806739
2081,City of San Diego,4404021900,,2,CUPD-CT-3-3,Medium Density Residential,,17,https://www.sandiego.gov/development-services/zoning,8239.49609375,383.498820723531
2082,City of San Diego,5463400400,,10,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,21667.7275390625,697.009389839939
2083,City of San Diego,5504001700,Vacant,3,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,10857.9580078125,461.620407913436
2084,City of San Diego,4472522600,,3,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6205.662109375,346.746051788504
2085,City of San Diego,4472522800,,3,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,6279.2666015625,348.239593502298
2086,City of San Diego,4472522900,,4,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,5973.0634765625,343.281617822787
2087,City of San Diego,4474722000,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6818.6181640625,376.274568293
2088,City of San Diego,4474810100,,5,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,10003.0927734375,412.887993022439
2089,City of San Diego,4474811000,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7201.130859375,380.938193156715
2090,City of San Diego,4476021900,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6921.7705078125,376.841385789988
2091,City of San Diego,4476022200,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4438.3134765625,341.421109665654
2092,City of San Diego,4476022300,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4577.0556640625,343.23317771039
2093,City of San Diego,4476022400,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4224.3271484375,338.098367780754
2094,City of San Diego,4476022700,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5616.947265625,358.376836546418
2095,City of San Diego,4476023000,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6115.4921875,365.932452771738
2096,City of San Diego,4476023100,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5353.1953125,355.079830766099
2097,City of San Diego,4476023200,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5286.7314453125,354.235250198034
2098,City of San Diego,4476110300,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4343.68359375,354.500537984743
2099,City of San Diego,4476110500,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6991.4228515625,379.574624555641
2100,City of San Diego,4476110600,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,10488.8486328125,429.641812239994
2101,City of San Diego,4476110800,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6992.2548828125,379.658775534312
2102,City of San Diego,4476111000,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5176.234375,353.718025505545
2103,City of San Diego,4476111100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5598.0361328125,359.76642251763
2104,City of San Diego,4473422200,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6882.49609375,378.884862248996
2105,City of San Diego,4473422300,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7161.53125,382.811651920886
2106,City of San Diego,4473510100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6594.296875,373.85028085772
2107,City of San Diego,4473510300,,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6991.6669921875,379.544651455813
2108,City of San Diego,4473510600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4894.1572265625,349.525789809477
2109,City of San Diego,4473511300,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,4895.1650390625,295.764196072509
2110,City of San Diego,4474210100,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5104.6787109375,300.214905436973
2111,City of San Diego,4474210500,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5091.3388671875,352.032242840425
2112,City of San Diego,4474210600,,2,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,5162.126953125,352.97305234925
2113,City of San Diego,4474211500,,4,CC-5-4,Commercial,,29,https://www.sandiego.gov/development-services/zoning,6542.7333984375,372.38485493047
2114,City of San Diego,4471122900,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6281.2744140625,346.935073344611
2115,City of San Diego,4471821900,,2,CUPD-CT-2-3,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,4503.3447265625,322.141815496678
2116,San Diego County,1031321000,,3,FBV2,Mixed Use,,24,,10541.4423828125,410.967563536452
2117,City of San Diego,5453360600,Vacant,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,3844.625,334.619823879121
2118,City of San Diego,5453360700,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6716.447265625,375.852166641294
2119,City of San Diego,5453332500,Vacant,1,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,2026.2607421875,215.975412504741
2120,City of San Diego,5461121200,Vacant,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,3703.83203125,332.41045139433
2121,City of San Diego,5461121100,Vacant,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,3274.4951171875,325.684669588549
2122,City of San Diego,4464112100,,16,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,7009.35546875,380.587439706309
2123,City of San Diego,4461611900,,7,CC-3-9,Commercial,,109,https://www.sandiego.gov/development-services/zoning,2998.728515625,229.93742365945
2124,City of San Diego,5382901200,,6,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,7073.4990234375,386.565099433909
2125,City of San Diego,5382901100,,6,CC-3-6,Commercial,,44,https://www.sandiego.gov/development-services/zoning,7375.4658203125,391.017882094391
2126,City of San Diego,4510140100,Vacant,3,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,9991.697265625,399.84201735706
2127,City of San Diego,4510140200,Vacant,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,4997.2177734375,299.899868323574
2128,City of San Diego,4510140300,Vacant,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6246.0361328125,349.874318622622
2129,Lemon Grove,4791701600,Vacant,2,RLM,Residential,,,https://www.lemongrove.ca.gov/city-hall/development-services/planning-zoning,9135.22265625,427.690992815161
2130,City of San Diego,3620110300,,22,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,35629.9765625,1000.44145343082
2131,City of San Diego,5440804400,Vacant,1,RS-1-4,Low Density Residential,,4,https://www.sandiego.gov/development-services/zoning,15969.6591796875,561.564320775852
2132,City of San Diego,4515903100,,76,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,50704.9775390625,904.348152154686
2133,City of San Diego,4413402000,,30,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,19465.2978515625,599.894565626235
2134,City of San Diego,4413401800,,32,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,21618.8623046875,1307.66238386529
2135,City of San Diego,4505850300,,22,CC-3-8,Commercial,,73,https://www.sandiego.gov/development-services/zoning,14201.8671875,486.664518078888
2136,City of San Diego,4433704900,Vacant,1,RS-1-7,Low Density Residential,,9,https://www.sandiego.gov/development-services/zoning,4871.1123046875,294.185680997582
2137,City of San Diego,3574102600,Vacant,1,RS-1-5,Low Density Residential,,5,https://www.sandiego.gov/development-services/zoning,7194.00390625,365.292222534788
2138,City of San Diego,3580202100,Vacant,2,RS-1-2,Low Density Residential,,2,https://www.sandiego.gov/development-services/zoning,39147.5712890625,890.52029094762
